TITLE="HAMID MOSLEMI"
VARIABLES = "X","Y","SX","SY","SXY","EROR"
ZONE N=    165 ,E=    152 ,F=FEPOINT ,ET=Quadrilateral
  0.00000000   0.00000000  -0.04395492   0.91960121   0.13291546   1.84693002
  0.00000000   1.66666700   0.04903176   0.69360010   0.08096529   1.84693002
  1.66666700   0.00000000  -0.38469695   0.96422301   0.23481890   1.84693002
  1.17732500   1.65027800  -0.18508506   0.55073951   0.33674710   1.84693002
  0.70176000   2.18343200  -0.12553444   0.42492392   0.21574146   1.84693002
  2.15529700   1.28629800  -0.40374944   0.67845909   0.50055347   1.84693002
  3.33333300   0.00000000  -1.56959441   0.81576599   0.33828404   1.84693002
  0.00000000   3.33333300   0.03180660   0.19327525   0.08442619   1.84693002
  0.92795500   3.23335000   0.07397817   0.29011751   0.23851410   1.84693002
  3.32945100   1.00278900  -0.94458837   0.79247970   0.68824531   1.84693002
  1.85590900   3.13336700   0.09897853   0.26287471   0.46912888   1.84693002
  2.59073900   2.56947200   0.08066551   0.37312673   0.72619234   1.84693002
  3.45759100   2.12601400  -0.01232840   0.55912900   1.00728462   1.84693002
  1.43665900   4.10145500   0.21403483   0.10557615   0.17087508   1.84693002
  0.74200600   4.32252600   0.07460461   0.03800894   0.06259897   1.84693002
  2.85232800   3.38973600   0.46026541   0.11456494   0.62081117   1.84693002
  2.20804100   3.88867800   0.31295496   0.04568519   0.34680781   1.84693002
  3.58715700   2.82584100   0.73366818   0.32216934   0.93871418   1.84693002
  4.72952300   1.03752600  -1.77378247   0.96682815   0.88210804   1.84693002
  0.42462400   4.96167600  -0.01365727   0.00884770   0.00977018   1.84693002
  0.00000000   5.00000000  -0.01410247  -0.00376198   0.00488609   1.84693002
  5.00000000   0.00000000  -3.31650866   0.63500708   0.36953993   1.84693002
  1.07103900   4.89785100   0.11027149   0.05876834   0.05432713   1.84693002
  4.59662600   2.04373100  -0.27130270   0.75756501   1.31870208   1.84693002
  1.73124500   4.84339900   0.22545874   0.05305002   0.07577362   1.84693002
  3.84874700   3.64610500   1.41870569   0.32172676   0.72592877   1.84693002
  3.26800700   4.28813000   1.08846597   0.09575958   0.40888730   1.84693002
  4.58460500   2.92622000   0.91926716   0.45978072   1.25381809   1.84693002
  0.73986600   5.52762800   0.00081865   0.00692358   0.00556928   1.84693002
  2.68726800   4.93015400   0.60638179   0.02007033  -0.08890130   1.84693002
  1.42809600   5.58853200  -0.04891984  -0.06051889   0.00014173   1.84693002
  4.57561300   3.79770100   1.78611507   0.26672530   0.79028608   1.84693002
  2.10564600   5.57177900   0.26601668   0.14653063  -0.34003284   1.84693002
  5.62612400   2.08197900  -0.57740308   1.50667803   1.50312094   1.84693002
  5.99356500   1.10316700  -2.36553976   1.38487204   0.81098903   1.84693002
  5.46354400   2.99331600   1.15201977   0.99150754   1.64791906   1.84693002
  4.35658700   4.56297800   1.64185044  -0.02585135   0.21293831   1.84693002
  1.10235900   6.39874400   0.17774311   0.24765800  -0.20695106   1.84693002
  1.81353400   6.24651900   0.26781907   0.23799782  -0.43459701   1.84693002
  6.66666700   0.00000000  -4.05065494   0.84682868  -0.07588812   1.84693002
  0.00000000   6.66666700  -0.00505685  -0.00183734  -0.00392137   1.84693002
  4.09680800   5.29434500   1.23377224   0.11401466  -0.46688292   1.84693002
  6.13466300   2.95187400   0.84631250   2.39745253   2.06970015   1.84693002
  6.45075800   2.18770100  -1.43064681   2.54250159   1.13667196   1.84693002
  5.52012300   4.01000400   2.56561157   0.26668919   0.92917030   1.84693002
  2.84370500   6.41030800   0.56574506   0.32920495  -0.66885082   1.84693002
  5.18847000   4.76767700   2.13484652  -0.03457075  -0.16638364   1.84693002
  3.55942700   6.12386600   0.83071656   0.34782860  -0.74628234   1.84693002
  2.23705900   6.76454000   0.32732272   0.37943633  -0.59126999   1.84693002
  7.02175300   1.39882100  -2.77688960   2.12450061  -0.11805590   1.84693002
  1.46467800   7.05914100   0.25319637   0.58366857  -0.46089994   1.84693002
  4.89786000   5.41084700   1.44271161   0.02856516  -0.71765848   1.84693002
  6.40218300   3.79800800   3.70044442   0.36025517   1.86082209   1.52691189
  0.79306200   7.40798900   0.16115939   0.62765547  -0.35711049   1.84693002
  6.04628700   4.65165200   3.97950381   0.49000967  -0.65758314   1.84693002
  4.54023000   6.14564500   1.15976885   0.53475313  -1.00441881   1.84693002
  7.61725000   0.72920400  -3.28090746   1.50681696  -0.97073360   1.84693002
  7.24293700   2.98708000  -0.16844043   6.04600854   2.20530796   1.55800147
  2.82743300   7.34107000   0.12145747   0.57487583  -0.72352553   1.84693002
  5.72729500   5.41108600   2.37463199   0.34051449  -1.22603315   1.84693002
  1.75489600   7.68717200   0.11327254   0.68749203  -0.48301735   1.84693002
  7.58813300   2.28233600  -2.40340794   4.66612556  -0.23059574   1.53344399
  1.13868200   7.88835200   0.06066204   0.69561821  -0.37298231   1.84693002
  3.47268900   7.18104800   0.33164168   0.55666559  -0.92003369   1.84693002
  0.54282800   8.11526500   0.00707717   0.67604487  -0.23254761   1.84693002
  7.99991100   1.65378200  -2.58943363   3.24846710  -1.41398436   1.84693002
  7.29949900   3.71130200   2.64292845   2.64366240   6.70438966   0.41744175
  6.84151200   4.50221900   4.88541615   2.71669402  -1.88016645   0.46758689
  5.40830300   6.17051900   1.47870312   0.76710054  -1.31758168   1.84693002
  4.24058300   7.12651400   0.45041308   0.77436996  -1.12963663   1.84693002
  8.33333300   0.00000000  -2.55268690   0.93066476  -0.13608002   1.83111174
  0.00000000   8.33333300   0.07019739   0.48952330  -0.03463076   1.84693002
  8.16537200   1.73482900  -2.45273280   3.19094138  -2.25879703   1.84693002
  8.36181200   0.37949900  -2.58595131   0.90233165  -0.66925704   1.84693002
  8.14338900   2.02952600  -3.40042756   3.08159051  -2.43871848   1.84693002
  6.55966500   5.29111700   5.80614422   2.25136885  -2.52020309   1.84693002
  3.20866200   7.84361700  -0.23799040   0.71389112  -0.82275610   1.84693002
  8.41877000   1.13849700  -2.41876659   1.71602704  -1.92451998   1.84693002
  7.95575800   3.00295200  -1.37136260   9.56749046  -0.16175027   0.80753181
  8.12326700   2.56941900  -2.92451172   5.89175022  -1.98626666   1.16237332
  2.38269300   8.25523600  -0.29619396   0.72157280  -0.58987873   1.84693002
  1.58879300   8.46012500  -0.12863045   0.78672513  -0.39583917   1.84693002
  8.30874800   2.25922200  -3.22385808   4.17004895  -2.99979687   1.84693002
  0.83542300   8.60447200  -0.09736874   0.74246744  -0.27396025   1.84693002
  5.09638100   6.99385000   0.52603543   1.29122581  -1.41605044   1.84693002
  8.52607500   1.49189400  -2.23634224   1.54277974  -2.61617549   1.84693002
  8.49629200   1.89692200  -2.87819359   1.41856946  -3.42310561   1.55915160
  6.26612000   6.05449500   2.50211010   2.00416818  -2.41467062   1.84693002
  7.55099000   4.39201100  13.18740331   8.91727238   7.49101357   0.19543412
  3.97903600   7.82994100  -0.19763869   0.79009178  -0.99563655   1.84693002
  8.00188600   3.66811100   1.31778347  13.12505710   2.53260745   0.51716250
  8.65297800   2.23948200  -2.71306499   2.46759108  -4.02944948   1.43202182
  8.95111200   0.67883200  -1.59730250   0.55333526  -1.47386939   1.84693002
  7.36659000   5.16720600   8.06127662   2.74746116  -2.10677468   0.47858700
  8.64043100   2.73316700  -2.67867361   3.91279571  -4.62675077   1.10493277
  5.95217900   6.86118700   0.47589413   2.50813937  -1.83655211   1.84693002
  9.02386600   1.19733000  -1.20171790   0.34212765  -2.15441683   1.84693002
  2.90372900   8.62759300  -0.50015480   0.81338471  -0.62105053   1.84693002
  8.94477400   1.78853800  -2.10890262  -0.73505267  -3.42021572   1.84693002
  8.54716000   3.20812400  -2.14072855   6.92560910  -4.14296991   0.79008586
  4.79625000   7.77530300  -0.35080650   1.15981969  -1.13517650   1.84693002
  2.11910200   8.89154400  -0.43485101   0.83184219  -0.45164148   1.84693002
  8.41471400   3.61724400  -0.85592829   9.02100419  -2.83729366   0.52914417
  3.70138700   8.50711600  -0.81138444   0.73725971  -0.74185491   1.84693002
  1.41266500   9.18095700  -0.31230920   0.86321421  -0.27944823   1.84693002
  7.16271800   5.95868700   0.88492168   4.41422865  -3.31474148   1.73780676
  9.18040400   1.75390200  -1.77196382  -2.28988220  -3.15500596   1.84693002
